site.code,subplot,TreeX,TreeY,PWdistance
03-DLIS,2,94,61,20.70386437
03-DLIS,2,95,61,20.16581265
03-DLIS,2,96,61,21.40140182
03-DLIS,2,97,61,16.90473307
03-DLIS,2,98,61,24.98979792
03-DLIS,2,99,61,24.19938016
03-DLIS,2,100,61,22.28474815
03-DLIS,2,101,61,20.10198995
03-DLIS,2,102,61,18.10248602
03-DLIS,2,103,61,18.86716725
03-DLIS,2,104,61,18.62525168
03-DLIS,2,105,61,20.22325394
03-DLIS,2,106,61,16.71556161
03-DLIS,2,107,61,21.11231868
03-DLIS,2,108,61,19.79595918
03-DLIS,2,109,61,16.67363188
03-DLIS,2,110,61,17.81796846
03-DLIS,2,111,61,17.31848723
03-DLIS,2,112,61,16.10279479
03-DLIS,2,113,61,15.76102789
03-DLIS,2,114,61,13.91294361
03-DLIS,2,115,61,13.55581056
03-DLIS,2,116,61,13.06330739
03-DLIS,2,117,61,11.32254388
03-DLIS,2,118,61,11.4437756
03-DLIS,2,119,61,10.94577544
03-DLIS,2,120,61,8.338465087
03-DLIS,2,121,61,9.457801013
03-DLIS,2,122,61,8.7658428
03-DLIS,2,123,61,14.06164997
03-DLIS,2,124,61,12.97690256
03-DLIS,2,125,61,12.17579566
03-DLIS,2,126,61,10.37111373
03-DLIS,2,127,61,11.40175425
03-DLIS,2,128,61,8.402380615
03-DLIS,2,129,61,6.251399843
03-DLIS,2,130,61,5.731491952
03-DLIS,2,131,61,5.554277631
03-DLIS,2,132,61,15.33883959
03-DLIS,2,63,62,0.509901951
03-DLIS,2,64,62,2.220360331
03-DLIS,2,65,62,2.801785145
03-DLIS,2,66,62,3.405877273
03-DLIS,2,67,62,4.071854614
03-DLIS,2,68,62,5.10881591
03-DLIS,2,69,62,6.594694838
03-DLIS,2,70,62,7.655716818
03-DLIS,2,71,62,8.348652586
03-DLIS,2,72,62,9.848857802
03-DLIS,2,73,62,7.71038261
03-DLIS,2,74,62,8.558621384
03-DLIS,2,75,62,10.30194156
03-DLIS,2,76,62,11.22853508
03-DLIS,2,77,62,12.22006547
03-DLIS,2,78,62,14.22849254
03-DLIS,2,79,62,16.30030675
03-DLIS,2,80,62,14.74109901
03-DLIS,2,81,62,15.30620789
03-DLIS,2,82,62,16.44506005
03-DLIS,2,83,62,12.9031004
03-DLIS,2,84,62,11.32960723
03-DLIS,2,85,62,13.18673576
03-DLIS,2,86,62,11.98832766
03-DLIS,2,87,62,13.66930869
03-DLIS,2,88,62,15.79430277
03-DLIS,2,89,62,15
03-DLIS,2,90,62,15.87954659
03-DLIS,2,91,62,18.78297101
03-DLIS,2,92,62,19.9138143
03-DLIS,2,93,62,18.78563281
03-DLIS,2,94,62,19.5
03-DLIS,2,95,62,18.99315666
03-DLIS,2,96,62,20.2410474
03-DLIS,2,97,62,16.51938256
03-DLIS,2,98,62,23.89497855
03-DLIS,2,99,62,23.1294185
03-DLIS,2,100,62,21.27275253
03-DLIS,2,101,62,19.04127097
03-DLIS,2,102,62,17.06516921
03-DLIS,2,103,62,17.86309044
03-DLIS,2,104,62,17.67766953
03-DLIS,2,105,62,19.42009269
03-DLIS,2,106,62,15.90880259
03-DLIS,2,107,62,20.22003956
03-DLIS,2,108,62,19.06724941
03-DLIS,2,109,62,16.14465856
03-DLIS,2,110,62,17.51456537
03-DLIS,2,111,62,17.01793172
03-DLIS,2,112,62,15.77149327
03-DLIS,2,113,62,14.72990156
03-DLIS,2,114,62,13.07402004
03-DLIS,2,115,62,12.77810628
03-DLIS,2,116,62,12.3227432
03-DLIS,2,117,62,10.63014581
03-DLIS,2,118,62,11.21784293
03-DLIS,2,119,62,10.72800075
03-DLIS,2,120,62,8.149233093
03-DLIS,2,121,62,8.732124598
03-DLIS,2,122,62,7.912016178
03-DLIS,2,123,62,12.84562182
03-DLIS,2,124,62,11.73371212
03-DLIS,2,125,62,10.91100362
03-DLIS,2,126,62,9.202173656
03-DLIS,2,127,62,10.21763182
03-DLIS,2,128,62,7.378346698
03-DLIS,2,129,62,5.813776741
03-DLIS,2,130,62,5.597320788
03-DLIS,2,131,62,5.0009999
03-DLIS,2,132,62,14.54647724
03-DLIS,2,64,63,1.878829423
03-DLIS,2,65,63,2.343074903
03-DLIS,2,66,63,3.023243292
03-DLIS,2,67,63,3.577708764
03-DLIS,2,68,63,4.617358552
03-DLIS,2,69,63,6.155485359
03-DLIS,2,70,63,7.158910532
03-DLIS,2,71,63,7.84346862
03-DLIS,2,72,63,9.339164845
03-DLIS,2,73,63,7.20624729
03-DLIS,2,74,63,8.075270893
03-DLIS,2,75,63,9.804590761
03-DLIS,2,76,63,10.73778376
03-DLIS,2,77,63,11.72731853
03-DLIS,2,78,63,13.72333779
03-DLIS,2,79,63,15.8
03-DLIS,2,80,63,14.23516772
03-DLIS,2,81,63,14.79797283
03-DLIS,2,82,63,15.93549497
03-DLIS,2,83,63,12.39395014
03-DLIS,2,84,63,10.82681855
03-DLIS,2,85,63,12.68108828
03-DLIS,2,86,63,11.50043477
03-DLIS,2,87,63,13.18825235
03-DLIS,2,88,63,15.30751449
03-DLIS,2,89,63,14.54166428
03-DLIS,2,90,63,15.43826415
03-DLIS,2,91,63,18.29152809
03-DLIS,2,92,63,19.44273643
03-DLIS,2,93,63,18.32157198
03-DLIS,2,94,63,19.04127097
03-DLIS,2,95,63,18.55262785
03-DLIS,2,96,63,19.80706945
03-DLIS,2,97,63,16.45144371
03-DLIS,2,98,63,23.49489306
03-DLIS,2,99,63,22.74225143
03-DLIS,2,100,63,20.9153054
03-DLIS,2,101,63,18.66038585
03-DLIS,2,102,63,16.69730517
03-DLIS,2,103,63,17.51142484
03-DLIS,2,104,63,17.35396208
03-DLIS,2,105,63,19.16350699
03-DLIS,2,106,63,15.65407295
03-DLIS,2,107,63,19.92109435
03-DLIS,2,108,63,18.84515853
03-DLIS,2,109,63,16.01530518
03-DLIS,2,110,63,17.47970251
03-DLIS,2,111,63,16.98499338
03-DLIS,2,112,63,15.7276826
03-DLIS,2,113,63,14.36697602
03-DLIS,2,114,63,12.8082005
03-DLIS,2,115,63,12.54192968
03-DLIS,2,116,63,12.10495766
03-DLIS,2,117,63,10.43934864
03-DLIS,2,118,63,11.22942563
03-DLIS,2,119,63,10.74476617
03-DLIS,2,120,63,8.190848552
03-DLIS,2,121,63,8.532877592
03-DLIS,2,122,63,7.653757247
03-DLIS,2,123,63,12.38103388
03-DLIS,2,124,63,11.25077775
03-DLIS,2,125,63,10.40432602
03-DLIS,2,126,63,8.769264507
03-DLIS,2,127,63,9.774456507
03-DLIS,2,128,63,7.032780389
03-DLIS,2,129,63,5.770615219
03-DLIS,2,130,63,5.68594759
03-DLIS,2,131,63,4.916299421
03-DLIS,2,132,63,14.30034965
03-DLIS,2,65,64,1.019803903
03-DLIS,2,66,64,1.204159458
03-DLIS,2,67,64,2.40208243
03-DLIS,2,68,64,4.341658669
03-DLIS,2,69,64,4.465422712
03-DLIS,2,70,64,5.846366393
03-DLIS,2,71,64,6.661080993
03-DLIS,2,72,64,8.309632964
03-DLIS,2,73,64,6.551335742
03-DLIS,2,74,64,7.725283166
03-DLIS,2,75,64,9.219544457
03-DLIS,2,76,64,10.23572176
03-DLIS,2,77,64,11.18302285
03-DLIS,2,78,64,12.93135724
03-DLIS,2,79,64,15.09602597
03-DLIS,2,80,64,13.41827113
03-DLIS,2,81,64,13.9
03-DLIS,2,82,64,14.83543056
03-DLIS,2,83,64,11.28716085
03-DLIS,2,84,64,9.556673061
03-DLIS,2,85,64,11.45425685
03-DLIS,2,86,64,10.04639239
03-DLIS,2,87,64,11.67304588
